dish,genotype,N,phase,nnd_ratio,iid_ratio
2026-06-18_14.44.35_ROI2_BL_dSERT_stage3,dSERT,10.0,early EtOH,1.0783260472355305,1.1290007251430874
2026-06-18_14.44.35_ROI2_BL_dSERT_stage3,dSERT,10.0,late EtOH,1.0555318723905593,1.0868657254914045
2026-06-18_14.44.35_ROI2_BL_dSERT_stage3,dSERT,10.0,recovery,1.0468673984846373,1.0084006418881213
2026-06-18_14.44.35_ROI3_TR_W1118_stage3,W1118,10.0,baseline,0.9659753589469063,0.8434485416888035
2026-06-18_14.44.35_ROI3_TR_W1118_stage3,W1118,10.0,early EtOH,1.034975118851044,1.0229837869126552
2026-06-18_14.44.35_ROI3_TR_W1118_stage3,W1118,10.0,late EtOH,1.047576774219566,1.010941326870266
2026-06-18_14.44.35_ROI3_TR_W1118_stage3,W1118,10.0,recovery,1.0331906514548554,0.97923741256934
2026-06-18_14.44.35_ROI4_BR_dSERT_stage3,dSERT,10.0,baseline,0.935745598498653,0.8346660784965614
2026-06-18_14.44.35_ROI4_BR_dSERT_stage3,dSERT,10.0,early EtOH,1.1181439425953934,1.0808928055370957
2026-06-18_14.44.35_ROI4_BR_dSERT_stage3,dSERT,10.0,late EtOH,1.1309474289948973,1.0248779847470388
2026-06-18_14.44.35_ROI4_BR_dSERT_stage3,dSERT,10.0,recovery,1.114651282656429,1.0168670576017864
2026-06-11_09.22.39_ROI1_TL_dSERT_stage3,dSERT,10.0,baseline,1.0547844314877062,0.8987107163251684
2026-06-11_09.22.39_ROI1_TL_dSERT_stage3,dSERT,10.0,early EtOH,1.0720976146679455,1.0530613477773245
2026-06-11_09.22.39_ROI1_TL_dSERT_stage3,dSERT,10.0,late EtOH,1.0534569397639635,1.0558845411532953
2026-06-11_09.22.39_ROI1_TL_dSERT_stage3,dSERT,10.0,recovery,1.0447669225406986,1.0074575649980748
2026-06-11_09.22.39_ROI2_BL_W1118_stage3,W1118,10.0,baseline,0.9420341089818345,0.8473374537734278
2026-06-11_09.22.39_ROI2_BL_W1118_stage3,W1118,10.0,early EtOH,1.1141776079444174,1.0836054766641015
2026-06-11_09.22.39_ROI2_BL_W1118_stage3,W1118,10.0,late EtOH,1.105950426284789,1.0483453158858618
2026-06-11_09.22.39_ROI2_BL_W1118_stage3,W1118,10.0,recovery,1.0058491951656996,1.0412827446761643
2026-06-11_09.22.39_ROI3_TR_W1118_stage3,W1118,10.0,baseline,0.9268297648565815,0.9630400948345941
2026-06-11_09.22.39_ROI3_TR_W1118_stage3,W1118,10.0,early EtOH,1.131771921431198,1.1058287610688127
2026-06-11_09.22.39_ROI3_TR_W1118_stage3,W1118,10.0,late EtOH,1.1482532227397224,0.9903231687188109
2026-06-11_09.22.39_ROI3_TR_W1118_stage3,W1118,10.0,recovery,1.1196201003440847,0.926838110776426
2026-06-11_09.22.39_ROI4_BR_dSERT_stage3,dSERT,10.0,baseline,0.9007734807004145,0.8361567443430835
2026-06-11_09.22.39_ROI4_BR_dSERT_stage3,dSERT,10.0,early EtOH,1.0659624243921508,1.057780251221179
2026-06-11_09.22.39_ROI4_BR_dSERT_stage3,dSERT,10.0,late EtOH,1.0639610294927044,1.0181178898602516
2026-06-11_09.22.39_ROI4_BR_dSERT_stage3,dSERT,10.0,recovery,1.0513635886943125,1.005309112811688
2026-06-11_09.53.18_ROI1_TL_W1118_stage3,W1118,10.0,baseline,0.786607514003722,0.6950244427083389
2026-06-11_09.53.18_ROI1_TL_W1118_stage3,W1118,10.0,early EtOH,1.1555684346466257,1.1809565903797161
2026-06-11_09.53.18_ROI1_TL_W1118_stage3,W1118,10.0,late EtOH,1.132931390576412,1.0851067554183498
2026-06-11_09.53.18_ROI1_TL_W1118_stage3,W1118,10.0,recovery,1.0964672195545375,0.9355794488256067
2026-06-11_09.53.18_ROI2_BL_dSERT_stage3,dSERT,9.0,baseline,0.9572563279971539,0.970473656847117
2026-06-11_09.53.18_ROI2_BL_dSERT_stage3,dSERT,9.0,early EtOH,1.0466435118281998,1.0027706159132437
2026-06-11_09.53.18_ROI2_BL_dSERT_stage3,dSERT,9.0,late EtOH,1.0826439152096343,1.0202351604925852
2026-06-11_09.53.18_ROI2_BL_dSERT_stage3,dSERT,9.0,recovery,1.0851330546662095,1.0004311316256027
2026-06-11_09.53.18_ROI3_TR_dSERT_stage3,dSERT,9.0,baseline,1.0248579690974038,0.9713668171530224
2026-06-11_09.53.18_ROI3_TR_dSERT_stage3,dSERT,9.0,early EtOH,1.0196927051004192,1.0283752601272333
2026-06-11_09.53.18_ROI3_TR_dSERT_stage3,dSERT,9.0,late EtOH,1.065422872952399,0.9924682118571528
2026-06-11_09.53.18_ROI3_TR_dSERT_stage3,dSERT,9.0,recovery,1.0787647453261813,1.0244768014186458
2026-06-11_09.53.18_ROI4_BR_W1118_stage3,W1118,9.0,baseline,0.9153873485389377,1.032369496939118
2026-06-11_09.53.18_ROI4_BR_W1118_stage3,W1118,9.0,early EtOH,1.1417693347783573,1.036944736211617
2026-06-11_09.53.18_ROI4_BR_W1118_stage3,W1118,9.0,late EtOH,1.1812708625782091,1.063843664210661
2026-06-11_09.53.18_ROI4_BR_W1118_stage3,W1118,9.0,recovery,0.7212901575615556,0.7984360911246878
2026-06-12_09.22.11_ROI1_TL_W1118_stage3,W1118,10.0,baseline,1.1559403775626522,1.0399579179637128
2026-06-12_09.22.11_ROI1_TL_W1118_stage3,W1118,10.0,early EtOH,1.1411151808571343,1.09323739669689
2026-06-12_09.22.11_ROI1_TL_W1118_stage3,W1118,10.0,late EtOH,1.1729942775174302,1.0685913349021416
2026-06-12_09.22.11_ROI1_TL_W1118_stage3,W1118,10.0,recovery,0.8169900762797487,0.8787411036700667
2026-06-12_09.22.11_ROI2_BL_dSERT_stage3,dSERT,10.0,baseline,0.9678386299836983,0.9039600887546452
2026-06-12_09.22.11_ROI2_BL_dSERT_stage3,dSERT,10.0,early EtOH,1.0986610673181127,1.073847389057927
2026-06-12_09.22.11_ROI2_BL_dSERT_stage3,dSERT,10.0,late EtOH,1.05880227370349,1.0652126306463015
2026-06-12_09.22.11_ROI2_BL_dSERT_stage3,dSERT,10.0,recovery,0.9770975253724616,0.918453786178394
2026-06-12_09.22.11_ROI3_TR_dSERT_stage3,dSERT,10.0,baseline,1.0341781443342044,0.9584327509834042
2026-06-12_09.22.11_ROI3_TR_dSERT_stage3,dSERT,10.0,early EtOH,1.0384173869483961,1.042518113604308
2026-06-12_09.22.11_ROI3_TR_dSERT_stage3,dSERT,10.0,late EtOH,1.0251627781262727,1.0055394060532845
2026-06-12_09.22.11_ROI3_TR_dSERT_stage3,dSERT,10.0,recovery,1.0462045065203522,0.9616882280397402
2026-06-12_09.22.11_ROI4_BR_W1118_stage3,W1118,10.0,baseline,0.9849781890106438,0.8393728878926751
2026-06-12_09.22.11_ROI4_BR_W1118_stage3,W1118,10.0,early EtOH,1.1198987098701043,1.0750870390776506
2026-06-12_09.22.11_ROI4_BR_W1118_stage3,W1118,10.0,late EtOH,1.121401528950777,1.0592766881767348
2026-06-12_09.22.11_ROI4_BR_W1118_stage3,W1118,10.0,recovery,1.1209549510429266,1.038059587618393
2026-06-12_09.53.01_ROI1_TL_dSERT_stage3,dSERT,10.0,baseline,1.071492820294147,1.042112186797835
2026-06-12_09.53.01_ROI1_TL_dSERT_stage3,dSERT,10.0,early EtOH,1.0391760235129945,1.0081553567557828
2026-06-12_09.53.01_ROI1_TL_dSERT_stage3,dSERT,10.0,late EtOH,1.0673895939949223,0.9966891643265846
2026-06-12_09.53.01_ROI1_TL_dSERT_stage3,dSERT,10.0,recovery,1.075253547581517,1.003889699040934
2026-06-12_09.53.01_ROI2_BL_W1118_stage3,W1118,10.0,baseline,0.8549339972445271,0.7940279826852543
2026-06-12_09.53.01_ROI2_BL_W1118_stage3,W1118,10.0,early EtOH,1.1259026553211966,1.076148962730478
2026-06-12_09.53.01_ROI2_BL_W1118_stage3,W1118,10.0,late EtOH,1.099643274836341,1.0523252392543314
2026-06-12_09.53.01_ROI2_BL_W1118_stage3,W1118,10.0,recovery,1.1714038399451179,1.040492364029259
2026-06-12_09.53.01_ROI3_TR_W1118_stage3,W1118,10.0,baseline,0.9045691618203927,0.824532707239454
2026-06-12_09.53.01_ROI3_TR_W1118_stage3,W1118,10.0,early EtOH,1.1283512933166482,1.0412336277811578
2026-06-12_09.53.01_ROI3_TR_W1118_stage3,W1118,10.0,late EtOH,1.1592959045926816,1.0198580339729895
2026-06-12_09.53.01_ROI3_TR_W1118_stage3,W1118,10.0,recovery,1.1971755855933541,1.1061355172678748
2026-06-12_09.53.01_ROI4_BR_dSERT_stage3,dSERT,10.0,baseline,0.95447506856562,0.9610759627535282
2026-06-12_09.53.01_ROI4_BR_dSERT_stage3,dSERT,10.0,early EtOH,1.0099178998435503,1.0296773291885004
2026-06-12_09.53.01_ROI4_BR_dSERT_stage3,dSERT,10.0,late EtOH,1.0850551530002788,1.0315367790374215
2026-06-12_09.53.01_ROI4_BR_dSERT_stage3,dSERT,10.0,recovery,1.0747082659439207,0.9627296476074348
2026-06-17_12.27.22_ROI1_TL_dSERT_stage3,dSERT,10.0,baseline,0.8166869820361294,0.8497771865803753
2026-06-17_12.27.22_ROI1_TL_dSERT_stage3,dSERT,10.0,early EtOH,1.0434947820981777,1.0468870293883354
2026-06-17_12.27.22_ROI1_TL_dSERT_stage3,dSERT,10.0,late EtOH,1.0695059776565075,1.054854299211766
2026-06-17_12.27.22_ROI1_TL_dSERT_stage3,dSERT,10.0,recovery,1.0567806198498613,1.0525669113665983
2026-06-17_12.27.22_ROI2_BL_W1118_stage3,W1118,9.0,baseline,0.9055249492440139,0.8140634242226531
2026-06-17_12.27.22_ROI2_BL_W1118_stage3,W1118,9.0,early EtOH,1.1377992178967284,1.0948769662579734
2026-06-17_12.27.22_ROI2_BL_W1118_stage3,W1118,9.0,late EtOH,1.1425107298230721,1.1321790872004915
2026-06-17_12.27.22_ROI2_BL_W1118_stage3,W1118,9.0,recovery,0.9777076864290978,0.9945802174286973
2026-06-17_12.27.22_ROI3_TR_W1118_stage3,W1118,9.0,baseline,0.8936116537499122,0.9387138618640049
2026-06-17_12.27.22_ROI3_TR_W1118_stage3,W1118,9.0,early EtOH,1.0712733478144778,1.048647722815371
2026-06-17_12.27.22_ROI3_TR_W1118_stage3,W1118,9.0,late EtOH,1.0876338649383441,1.0554198575933669
2026-06-17_12.27.22_ROI3_TR_W1118_stage3,W1118,9.0,recovery,0.936082355629455,0.9416313459300927
2026-06-17_12.27.22_ROI4_BR_dSERT_stage3,dSERT,9.0,baseline,0.92712698743296,0.8631592603442672
2026-06-17_12.27.22_ROI4_BR_dSERT_stage3,dSERT,9.0,early EtOH,1.014706114940487,1.042101894711747
2026-06-17_12.27.22_ROI4_BR_dSERT_stage3,dSERT,9.0,late EtOH,0.9899784327795551,1.0663302517629538
2026-06-17_12.27.22_ROI4_BR_dSERT_stage3,dSERT,9.0,recovery,1.050776938430356,1.0181561744427514
2026-06-17_12.58.00_ROI1_TL_W1118_stage3,W1118,10.0,baseline,0.9102358718059269,0.8605691154272535
2026-06-17_12.58.00_ROI1_TL_W1118_stage3,W1118,10.0,early EtOH,1.120694124285219,1.0427714700037212
2026-06-17_12.58.00_ROI1_TL_W1118_stage3,W1118,10.0,late EtOH,1.1557748841596176,1.0151380717531489
2026-06-17_12.58.00_ROI1_TL_W1118_stage3,W1118,10.0,recovery,0.9674339090683638,0.9798967987067854
2026-06-17_12.58.00_ROI2_BL_dSERT_stage3,dSERT,10.0,baseline,0.9048042621591964,0.8437392158568741
2026-06-17_12.58.00_ROI2_BL_dSERT_stage3,dSERT,10.0,early EtOH,1.0091788268705033,1.0310478080529044
2026-06-17_12.58.00_ROI2_BL_dSERT_stage3,dSERT,10.0,late EtOH,1.0499691714408124,1.0622300403552827
2026-06-17_12.58.00_ROI2_BL_dSERT_stage3,dSERT,10.0,recovery,1.0145884075401024,1.000218981024638
2026-06-17_12.58.00_ROI3_TR_dSERT_stage3,dSERT,10.0,baseline,0.9165314387701511,0.8649794167912574
2026-06-17_12.58.00_ROI3_TR_dSERT_stage3,dSERT,10.0,early EtOH,1.0212243593828159,1.0096863353792978
2026-06-17_12.58.00_ROI3_TR_dSERT_stage3,dSERT,10.0,late EtOH,1.0521109764532548,1.0369365336276901
2026-06-17_12.58.00_ROI3_TR_dSERT_stage3,dSERT,10.0,recovery,1.0271533719491568,1.0311775076933518
2026-06-17_12.58.00_ROI4_BR_W1118_stage3,W1118,10.0,baseline,1.0682224967140868,0.928483684202714
2026-06-17_12.58.00_ROI4_BR_W1118_stage3,W1118,10.0,early EtOH,1.1746064660152702,1.032884996759901
2026-06-17_12.58.00_ROI4_BR_W1118_stage3,W1118,10.0,late EtOH,1.115038511450834,1.0615604215811252
2026-06-17_12.58.00_ROI4_BR_W1118_stage3,W1118,10.0,recovery,1.06955340749002,0.9541735728947242
2026-06-19_12.16.11_ROI1_TL_W1118_stage3,W1118,8.0,baseline,0.6584789038928197,0.5696767169663038
2026-06-19_12.16.11_ROI1_TL_W1118_stage3,W1118,8.0,early EtOH,1.169734146844501,1.1916411695483555
2026-06-19_12.16.11_ROI1_TL_W1118_stage3,W1118,8.0,late EtOH,1.240767458830675,1.1741358720635577
2026-06-19_12.16.11_ROI1_TL_W1118_stage3,W1118,8.0,recovery,0.7493719214066976,0.6722215959831271
2026-06-19_12.16.11_ROI2_BL_dSERT_stage3,dSERT,10.0,baseline,0.8711204400464215,0.9370216277018472
2026-06-19_12.16.11_ROI2_BL_dSERT_stage3,dSERT,10.0,early EtOH,1.019567424214772,1.0160897551672483
2026-06-19_12.16.11_ROI2_BL_dSERT_stage3,dSERT,10.0,late EtOH,1.0738505320990355,1.0493190399865593
2026-06-19_12.16.11_ROI2_BL_dSERT_stage3,dSERT,10.0,recovery,1.0656412985657309,1.0266240301004745
2026-06-19_12.16.11_ROI3_TR_dSERT_stage3,dSERT,10.0,baseline,0.9010565375840955,0.8896370173121761
2026-06-19_12.16.11_ROI3_TR_dSERT_stage3,dSERT,10.0,early EtOH,1.0335676349986045,1.023850488371989
2026-06-19_12.16.11_ROI3_TR_dSERT_stage3,dSERT,10.0,late EtOH,1.0044271727489824,1.0464689275087906
2026-06-19_12.16.11_ROI3_TR_dSERT_stage3,dSERT,10.0,recovery,1.004943681708492,1.0059569129639394
2026-06-19_12.16.11_ROI4_BR_W1118_stage3,W1118,9.0,baseline,0.8694537575655119,0.9329916486719072
2026-06-19_12.16.11_ROI4_BR_W1118_stage3,W1118,9.0,early EtOH,1.09158345243573,0.998339547400756
2026-06-19_12.16.11_ROI4_BR_W1118_stage3,W1118,9.0,late EtOH,1.0954527302388537,1.0199188602068163
2026-06-19_12.16.11_ROI4_BR_W1118_stage3,W1118,9.0,recovery,0.9529671760878516,1.0241684698239892
2026-06-19_12.48.06_ROI1_TL_dSERT_stage3,dSERT,10.0,baseline,0.9219259309764966,0.9455255936584482
2026-06-19_12.48.06_ROI1_TL_dSERT_stage3,dSERT,10.0,early EtOH,1.0543144316765185,1.0549080476622963
2026-06-19_12.48.06_ROI1_TL_dSERT_stage3,dSERT,10.0,late EtOH,1.0412099124125034,1.0248608447280823
2026-06-19_12.48.06_ROI1_TL_dSERT_stage3,dSERT,10.0,recovery,1.0489031899407428,0.9835831358421682
2026-06-19_12.48.06_ROI2_BL_W1118_stage3,W1118,9.0,baseline,0.9665677634238692,0.9508882584758568
2026-06-19_12.48.06_ROI2_BL_W1118_stage3,W1118,9.0,early EtOH,1.11143898503654,1.026421771546279
2026-06-19_12.48.06_ROI2_BL_W1118_stage3,W1118,9.0,late EtOH,1.150615863370092,1.080388557067994
2026-06-19_12.48.06_ROI2_BL_W1118_stage3,W1118,9.0,recovery,1.0394625976338974,0.8876443596835959
2026-06-19_12.48.06_ROI3_TR_W1118_stage3,W1118,9.0,baseline,0.9753528852475064,0.8788476939459748
2026-06-19_12.48.06_ROI3_TR_W1118_stage3,W1118,9.0,early EtOH,1.0901557695803015,1.045274312091827
2026-06-19_12.48.06_ROI3_TR_W1118_stage3,W1118,9.0,late EtOH,1.1098204620268388,1.0850405826486775
2026-06-19_12.48.06_ROI3_TR_W1118_stage3,W1118,9.0,recovery,0.9370939937708684,1.0174527664908202
2026-06-19_12.48.06_ROI4_BR_dSERT_stage3,dSERT,10.0,baseline,0.9719880806297401,0.9243928270958779
2026-06-19_12.48.06_ROI4_BR_dSERT_stage3,dSERT,10.0,early EtOH,1.024541357281747,1.0477204348006572
2026-06-19_12.48.06_ROI4_BR_dSERT_stage3,dSERT,10.0,late EtOH,1.0846212496218723,1.0368521292419037
2026-06-19_12.48.06_ROI4_BR_dSERT_stage3,dSERT,10.0,recovery,1.0310125982645437,0.9742623743876573
2026-06-01_10.28.37_ROI1_TL_dSERT_stage3,dSERT,10.0,baseline,1.0385756984368257,0.8874410846458375
2026-06-01_10.28.37_ROI1_TL_dSERT_stage3,dSERT,10.0,early EtOH,1.0795473672802112,1.064632324835342
2026-06-01_10.28.37_ROI1_TL_dSERT_stage3,dSERT,10.0,late EtOH,1.0694914366689634,1.0515433837944386
2026-06-01_10.28.37_ROI1_TL_dSERT_stage3,dSERT,10.0,recovery,1.0720374582704189,0.9906565737411734
2026-06-01_10.28.37_ROI2_BL_W1118_stage3,W1118,9.0,baseline,0.892213873448401,0.84072679837662
2026-06-01_10.28.37_ROI2_BL_W1118_stage3,W1118,9.0,early EtOH,1.0843212515280884,1.0602463610022095
2026-06-01_10.28.37_ROI2_BL_W1118_stage3,W1118,9.0,late EtOH,1.1645131842643124,1.0619168508754584
2026-06-01_10.28.37_ROI2_BL_W1118_stage3,W1118,9.0,recovery,1.1748507327642177,1.1272822370855249
2026-06-01_10.28.37_ROI3_TR_W1118_stage3,W1118,9.0,baseline,0.9681311206880437,0.891459925422081
2026-06-01_10.28.37_ROI3_TR_W1118_stage3,W1118,9.0,early EtOH,1.1043302096168683,1.1263366764192464
2026-06-01_10.28.37_ROI3_TR_W1118_stage3,W1118,9.0,late EtOH,1.0289959316672608,0.9944426058706806
2026-06-01_10.28.37_ROI3_TR_W1118_stage3,W1118,9.0,recovery,1.0108233816087375,0.9980670152637404
2026-06-01_10.28.37_ROI4_BR_dSERT_stage3,dSERT,10.0,baseline,0.8759134017362328,0.7688980312203206
2026-06-01_10.28.37_ROI4_BR_dSERT_stage3,dSERT,10.0,early EtOH,1.0700087250591486,1.0369186962429116
2026-06-01_10.28.37_ROI4_BR_dSERT_stage3,dSERT,10.0,late EtOH,1.0830662825245592,1.0610747099590947
2026-06-01_10.28.37_ROI4_BR_dSERT_stage3,dSERT,10.0,recovery,1.053222137657235,1.0433683493867587
2026-06-01_10.59.09_ROI1_TL_W1118_stage3,W1118,10.0,baseline,0.956370998420482,0.8493541403686728
2026-06-01_10.59.09_ROI1_TL_W1118_stage3,W1118,10.0,early EtOH,1.1467082918573983,1.0841680395912991
2026-06-01_10.59.09_ROI1_TL_W1118_stage3,W1118,10.0,late EtOH,1.0718543731726045,1.0010900493408914
2026-06-01_10.59.09_ROI1_TL_W1118_stage3,W1118,10.0,recovery,1.0594225932876074,1.0647531161630792
2026-06-01_10.59.09_ROI2_BL_dSERT_stage3,dSERT,10.0,baseline,1.0068808664644646,0.9554549328112708
2026-06-01_10.59.09_ROI2_BL_dSERT_stage3,dSERT,10.0,early EtOH,1.0895473863584002,1.0429806008346967
2026-06-01_10.59.09_ROI2_BL_dSERT_stage3,dSERT,10.0,late EtOH,1.049166556704786,1.0373357594165091
2026-06-01_10.59.09_ROI2_BL_dSERT_stage3,dSERT,10.0,recovery,1.070334113763062,1.0018198408689283
2026-06-01_10.59.09_ROI3_TR_dSERT_stage3,dSERT,10.0,baseline,0.8554173517535821,0.9156023715418777
2026-06-01_10.59.09_ROI3_TR_dSERT_stage3,dSERT,10.0,early EtOH,1.056980722719289,1.0087355806096863
2026-06-01_10.59.09_ROI3_TR_dSERT_stage3,dSERT,10.0,late EtOH,1.0904060479225692,1.0385461991158034
2026-06-01_10.59.09_ROI3_TR_dSERT_stage3,dSERT,10.0,recovery,1.0035722559925742,1.050613337712291
2026-06-01_10.59.09_ROI4_BR_W1118_stage3,W1118,10.0,baseline,1.01041397922002,0.8652688002613975
2026-06-01_10.59.09_ROI4_BR_W1118_stage3,W1118,10.0,early EtOH,1.08993808971181,1.0745511459450279
2026-06-01_10.59.09_ROI4_BR_W1118_stage3,W1118,10.0,late EtOH,1.090446096432176,1.0718959902328058
2026-06-01_10.59.09_ROI4_BR_W1118_stage3,W1118,10.0,recovery,1.0323164593240488,0.953409951874901
2026-06-03_08.59.38_ROI1_TL_dSERT_stage3,dSERT,9.0,baseline,0.9256428672813632,0.7760845285143464
2026-06-03_08.59.38_ROI1_TL_dSERT_stage3,dSERT,9.0,early EtOH,1.0707671042054685,1.104740433204479
2026-06-03_08.59.38_ROI1_TL_dSERT_stage3,dSERT,9.0,late EtOH,1.1619278255776935,1.0684997429731844
2026-06-03_08.59.38_ROI1_TL_dSERT_stage3,dSERT,9.0,recovery,1.0921628296427406,1.0534836325259793
2026-06-03_08.59.38_ROI2_BL_W1118_stage3,W1118,9.0,baseline,1.0228718669069028,0.9080678981365699
2026-06-03_08.59.38_ROI2_BL_W1118_stage3,W1118,9.0,early EtOH,1.030888078599058,1.0115648780885609
2026-06-03_08.59.38_ROI2_BL_W1118_stage3,W1118,9.0,late EtOH,1.0856190809108517,1.0428407441001624
2026-06-03_08.59.38_ROI2_BL_W1118_stage3,W1118,9.0,recovery,1.0355662404845198,1.0614618873314887
2026-06-03_08.59.38_ROI3_TR_dSERT_stage3,dSERT,10.0,baseline,1.1431142539130492,1.0096591575068243
2026-06-03_08.59.38_ROI3_TR_dSERT_stage3,dSERT,10.0,early EtOH,1.1424182110999745,1.0190254024876295
2026-06-03_08.59.38_ROI3_TR_dSERT_stage3,dSERT,10.0,late EtOH,1.1524554645103215,1.028620120851139
2026-06-03_08.59.38_ROI3_TR_dSERT_stage3,dSERT,10.0,recovery,1.1561006023915184,1.0446382432654782
2026-06-03_08.59.38_ROI4_BR_W1118_stage3,W1118,10.0,baseline,0.8206684763860645,0.7890394687306362
2026-06-03_08.59.38_ROI4_BR_W1118_stage3,W1118,10.0,early EtOH,1.1204184349067625,1.049684353607641
2026-06-03_08.59.38_ROI4_BR_W1118_stage3,W1118,10.0,late EtOH,1.2442971084353063,1.0961973853960585
2026-06-03_08.59.38_ROI4_BR_W1118_stage3,W1118,10.0,recovery,1.125794888546699,1.0076470364909482
2026-06-03_09.30.50_ROI1_TL_dSERT_stage3,dSERT,9.0,baseline,0.9881413587956703,0.9526958635308861
2026-06-03_09.30.50_ROI1_TL_dSERT_stage3,dSERT,9.0,early EtOH,0.9861422794612786,0.9748559163463066
2026-06-03_09.30.50_ROI1_TL_dSERT_stage3,dSERT,9.0,late EtOH,1.0480166346885187,1.0189002911306924
2026-06-03_09.30.50_ROI1_TL_dSERT_stage3,dSERT,9.0,recovery,1.0445498994400597,1.008352673180684
2026-06-03_09.30.50_ROI2_BL_W1118_stage3,W1118,9.0,baseline,0.6621783123779537,0.5449345127550608
2026-06-03_09.30.50_ROI2_BL_W1118_stage3,W1118,9.0,early EtOH,1.1272087401609736,1.1317253590061092
2026-06-03_09.30.50_ROI2_BL_W1118_stage3,W1118,9.0,late EtOH,1.174633779065364,1.085687394869861
2026-06-03_09.30.50_ROI2_BL_W1118_stage3,W1118,9.0,recovery,1.0335097613835602,0.9205929741249141
2026-06-03_09.30.50_ROI3_TR_W1118_stage3,W1118,10.0,baseline,0.9366343163918623,0.9394956973373683
2026-06-03_09.30.50_ROI3_TR_W1118_stage3,W1118,10.0,early EtOH,1.1940041854333845,1.1044738443071807
2026-06-03_09.30.50_ROI3_TR_W1118_stage3,W1118,10.0,late EtOH,1.2061040817759474,1.0218262779482121
2026-06-03_09.30.50_ROI3_TR_W1118_stage3,W1118,10.0,recovery,1.02773843458356,1.0012933711159433
2026-06-03_09.30.50_ROI4_BR_dSERT_stage3,dSERT,10.0,baseline,1.0229533851434665,0.9529841621969388
2026-06-03_09.30.50_ROI4_BR_dSERT_stage3,dSERT,10.0,early EtOH,1.0032027598768005,0.9983616962190638
2026-06-03_09.30.50_ROI4_BR_dSERT_stage3,dSERT,10.0,late EtOH,1.0626922646410144,1.0071345541138463
2026-06-03_09.30.50_ROI4_BR_dSERT_stage3,dSERT,10.0,recovery,1.0354894755062425,1.0084637294460093
2026-06-04_09.57.10_ROI1_TL_W1118_stage3,W1118,10.0,baseline,0.9171998267978132,0.973579303143615
2026-06-04_09.57.10_ROI1_TL_W1118_stage3,W1118,10.0,early EtOH,1.0665559438329695,0.9945314468115204
2026-06-04_09.57.10_ROI1_TL_W1118_stage3,W1118,10.0,late EtOH,1.0639223487450482,1.0039549915726602
2026-06-04_09.57.10_ROI1_TL_W1118_stage3,W1118,10.0,recovery,1.0153071947267196,1.042221895925956
2026-06-04_09.57.10_ROI2_BL_dSERT_stage3,dSERT,9.0,baseline,0.8122410993505204,0.6226622914717332
2026-06-04_09.57.10_ROI2_BL_dSERT_stage3,dSERT,9.0,early EtOH,1.0835092139496723,1.0539004056703487
2026-06-04_09.57.10_ROI2_BL_dSERT_stage3,dSERT,9.0,late EtOH,1.1478040205888258,1.0698296042515474
2026-06-04_09.57.10_ROI2_BL_dSERT_stage3,dSERT,9.0,recovery,1.2871553488483711,1.0660580688415828
2026-06-04_09.57.10_ROI3_TR_dSERT_stage3,dSERT,10.0,baseline,0.8730399600516602,0.6968061927292811
2026-06-04_09.57.10_ROI3_TR_dSERT_stage3,dSERT,10.0,early EtOH,1.158371556688742,1.0467511447668212
2026-06-04_09.57.10_ROI3_TR_dSERT_stage3,dSERT,10.0,late EtOH,1.1167708061408779,1.043937529766209
2026-06-04_09.57.10_ROI3_TR_dSERT_stage3,dSERT,10.0,recovery,1.019418682173373,1.1345619191515934
2026-06-04_09.57.10_ROI4_BR_W1118_stage3,W1118,9.0,baseline,0.9238931835212146,0.8502325636232129
2026-06-04_09.57.10_ROI4_BR_W1118_stage3,W1118,9.0,early EtOH,1.0334611012364878,1.055875369289684
2026-06-04_09.57.10_ROI4_BR_W1118_stage3,W1118,9.0,late EtOH,1.0001888463990198,1.0736365392512408
2026-06-04_09.57.10_ROI4_BR_W1118_stage3,W1118,9.0,recovery,0.9170613461071467,0.9531129711766708
2026-06-17_13.29.19_ROI1_TL_dSERT_stage3,dSERT,10.0,baseline,0.8505121051292206,0.8462586817539356
2026-06-17_13.29.19_ROI1_TL_dSERT_stage3,dSERT,10.0,early EtOH,1.0735433217142505,1.05859442276877
2026-06-17_13.29.19_ROI1_TL_dSERT_stage3,dSERT,10.0,late EtOH,1.0292057101256522,1.02480978699241
2026-06-17_13.29.19_ROI1_TL_dSERT_stage3,dSERT,10.0,recovery,1.003470061971108,1.0228463275992743
2026-06-17_13.29.19_ROI2_BL_W1118_stage3,W1118,10.0,baseline,0.8267985955827585,0.7577020047208123
2026-06-17_13.29.19_ROI2_BL_W1118_stage3,W1118,10.0,early EtOH,1.2433475159161893,1.1596420685907156
2026-06-17_13.29.19_ROI2_BL_W1118_stage3,W1118,10.0,late EtOH,1.1545929016827121,1.097161420856812
2026-06-17_13.29.19_ROI2_BL_W1118_stage3,W1118,10.0,recovery,0.7749652000206676,0.8276267316822522
2026-06-17_13.29.19_ROI3_TR_W1118_stage3,W1118,10.0,baseline,0.8827597961020223,0.8895074770476988
2026-06-17_13.29.19_ROI3_TR_W1118_stage3,W1118,10.0,early EtOH,1.1184649727020246,1.023460683213391
2026-06-17_13.29.19_ROI3_TR_W1118_stage3,W1118,10.0,late EtOH,1.1230026052779785,1.0544129170599135
