dish,dose,genotype,phase,n_obs,pct_center,pct_middle,pct_outer,count_center,count_middle,count_outer
2026-06-17_13.29.19_ROI3_TR_W1118,50:65,W1118,baseline,89140,18.668386807269464,21.799416647969487,59.53219654476105,16641,19432,53067
2026-06-17_13.29.19_ROI3_TR_W1118,50:65,W1118,early EtOH,89372,14.978964328872577,22.41082218144385,62.610213489683574,13387,20029,55956
2026-06-17_13.29.19_ROI3_TR_W1118,50:65,W1118,late EtOH,89519,12.923513444073325,22.768350852891565,64.3081357030351,11569,20382,57568
2026-06-17_13.29.19_ROI3_TR_W1118,50:65,W1118,recovery,86726,7.1789313470008995,13.246315983672716,79.57475266932639,6226,11488,69012
2026-06-17_13.29.19_ROI4_BR_dSERT,50:65,dSERT,baseline,89032,9.522418905562045,26.862251774642825,63.61532931979513,8478,23916,56638
2026-06-17_13.29.19_ROI4_BR_dSERT,50:65,dSERT,early EtOH,89402,6.89693742869287,18.422406657569184,74.68065591373795,6166,16470,66766
2026-06-17_13.29.19_ROI4_BR_dSERT,50:65,dSERT,late EtOH,89319,6.829453979556421,17.370324343084896,75.80022167735868,6100,15515,67704
2026-06-17_13.29.19_ROI4_BR_dSERT,50:65,dSERT,recovery,87350,7.129937034917,17.01774470520893,75.85231825987407,6228,14865,66257
2026-06-17_14.00.08_ROI1_TL_W1118,50:65,W1118,baseline,88881,5.830267436234966,19.215580382758972,74.95415218100607,5182,17079,66620
2026-06-17_14.00.08_ROI1_TL_W1118,50:65,W1118,early EtOH,88486,9.784598693578646,22.249847433492302,67.96555387292905,8658,19688,60140
2026-06-17_14.00.08_ROI1_TL_W1118,50:65,W1118,late EtOH,89193,8.700234323321338,26.06818920767325,65.23157646900542,7760,23251,58182
2026-06-17_14.00.08_ROI1_TL_W1118,50:65,W1118,recovery,81035,2.4779416301598074,26.704510396742148,70.81754797309804,2008,21640,57387
2026-06-17_14.00.08_ROI2_BL_dSERT,50:65,dSERT,baseline,88546,20.46393964718903,24.400876380638312,55.135183972172655,18120,21606,48820
2026-06-17_14.00.08_ROI2_BL_dSERT,50:65,dSERT,early EtOH,89904,8.537996084712582,17.516462003915287,73.94554191137213,7676,15748,66480
2026-06-17_14.00.08_ROI2_BL_dSERT,50:65,dSERT,late EtOH,90196,8.158898399042085,15.587165727970199,76.25393587298771,7359,14059,68778
2026-06-17_14.00.08_ROI2_BL_dSERT,50:65,dSERT,recovery,88062,10.203038768140628,15.65715064386455,74.13981058799483,8985,13788,65289
2026-06-17_14.00.08_ROI3_TR_dSERT,50:65,dSERT,baseline,88781,10.866063684797423,39.463398700172334,49.67053761503024,9647,35036,44098
2026-06-17_14.00.08_ROI3_TR_dSERT,50:65,dSERT,early EtOH,89386,7.81777907054796,19.299442865773166,72.88277806367887,6988,17251,65147
2026-06-17_14.00.08_ROI3_TR_dSERT,50:65,dSERT,late EtOH,89369,6.569392071076101,14.159272230863051,79.27133569806085,5871,12654,70844
2026-06-17_14.00.08_ROI3_TR_dSERT,50:65,dSERT,recovery,87241,8.474226567783496,17.27742689790351,74.24834653431299,7393,15073,64775
2026-06-17_14.00.08_ROI4_BR_W1118,50:65,W1118,baseline,88025,23.986367509230334,34.99914796932689,41.014484521442775,21114,30808,36103
2026-06-17_14.00.08_ROI4_BR_W1118,50:65,W1118,early EtOH,89041,8.337732056019137,19.213620691591515,72.44864725238935,7424,17108,64509
2026-06-17_14.00.08_ROI4_BR_W1118,50:65,W1118,late EtOH,89523,13.321716207008254,20.367950135719312,66.31033365727244,11926,18234,59363
2026-06-17_14.00.08_ROI4_BR_W1118,50:65,W1118,recovery,87749,8.629158167044638,32.47216492495641,58.89867690799895,7572,28494,51683
2026-06-19_13.19.08_ROI1_TL_W1118,50:65,W1118,baseline,89868,24.102016290559487,21.694040147772288,54.203943561668225,21660,19496,48712
2026-06-19_13.19.08_ROI1_TL_W1118,50:65,W1118,early EtOH,88948,11.113234698925215,26.154607186221163,62.73215811485362,9885,23264,55799
2026-06-19_13.19.08_ROI1_TL_W1118,50:65,W1118,late EtOH,89496,12.641905783498702,24.309466344864575,63.04862787163672,11314,21756,56426
2026-06-19_13.19.08_ROI1_TL_W1118,50:65,W1118,recovery,87802,16.354980524361633,31.64962073756862,51.995398738069746,14360,27789,45653
2026-06-19_13.19.08_ROI2_BL_dSERT,50:65,dSERT,baseline,90527,14.170358014735934,17.517425740386848,68.31221624487722,12828,15858,61841
2026-06-19_13.19.08_ROI2_BL_dSERT,50:65,dSERT,early EtOH,90877,8.419071932392134,16.339667902769676,75.24126016483818,7651,14849,68377
2026-06-19_13.19.08_ROI2_BL_dSERT,50:65,dSERT,late EtOH,92053,6.498430252137356,16.669744603652244,76.8318251442104,5982,15345,70726
2026-06-19_13.19.08_ROI2_BL_dSERT,50:65,dSERT,recovery,89598,5.66084064376437,17.827406861760306,76.51175249447533,5072,15973,68553
2026-06-19_13.19.08_ROI3_TR_dSERT,50:65,dSERT,baseline,88687,32.633869676502755,54.13532986796261,13.230800455534633,28942,48011,11734
2026-06-19_13.19.08_ROI3_TR_dSERT,50:65,dSERT,early EtOH,89276,12.333661902414983,46.350642949952956,41.31569514763206,11011,41380,36885
2026-06-19_13.19.08_ROI3_TR_dSERT,50:65,dSERT,late EtOH,89244,12.389628434404553,41.434718300389946,46.175653265205504,11057,36978,41209
2026-06-19_13.19.08_ROI3_TR_dSERT,50:65,dSERT,recovery,87521,13.288239393974019,45.19143976874121,41.520320837284764,11630,39552,36339
2026-06-19_13.19.08_ROI4_BR_W1118,50:65,W1118,baseline,89086,35.46797476595649,6.517297891924658,58.01472734211885,31597,5806,51683
2026-06-19_13.19.08_ROI4_BR_W1118,50:65,W1118,early EtOH,89121,11.116347437753166,21.956665656803672,66.92698690544316,9907,19568,59646
2026-06-19_13.19.08_ROI4_BR_W1118,50:65,W1118,late EtOH,89353,13.404138641120053,20.808478730428746,65.7873826284512,11977,18593,58783
2026-06-19_13.19.08_ROI4_BR_W1118,50:65,W1118,recovery,87882,16.33667872829476,28.584920689105846,55.07840058259939,14357,25121,48404
2026-06-19_13.49.47_ROI1_TL_dSERT,50:65,dSERT,baseline,88858,31.429921897859508,22.425667919602063,46.14441018253843,27928,19927,41003
2026-06-19_13.49.47_ROI1_TL_dSERT,50:65,dSERT,early EtOH,89196,8.272792501905915,14.954706489080227,76.77250100901387,7379,13339,68478
2026-06-19_13.49.47_ROI1_TL_dSERT,50:65,dSERT,late EtOH,89278,8.481372790609107,16.79249087121127,74.72613633817961,7572,14992,66714
2026-06-19_13.49.47_ROI1_TL_dSERT,50:65,dSERT,recovery,87196,7.056516353961191,17.834533694206158,75.10894995183264,6153,15551,65492
2026-06-19_13.49.47_ROI2_BL_W1118,50:65,W1118,baseline,78697,13.88235892092456,20.065567937786703,66.05207314128873,10925,15791,51981
2026-06-19_13.49.47_ROI2_BL_W1118,50:65,W1118,early EtOH,80423,8.112107233005483,23.57410193601333,68.31379083098119,6524,18959,54940
2026-06-19_13.49.47_ROI2_BL_W1118,50:65,W1118,late EtOH,80411,11.762072353284998,19.09191528522217,69.14601236149282,9458,15352,55601
2026-06-19_13.49.47_ROI2_BL_W1118,50:65,W1118,recovery,76561,11.333446532830031,29.34130954402372,59.32524392314625,8677,22464,45420
2026-06-19_13.49.47_ROI3_TR_W1118,50:65,W1118,baseline,80399,25.73539471883979,21.650766800582097,52.61383848057811,20691,17407,42301
2026-06-19_13.49.47_ROI3_TR_W1118,50:65,W1118,early EtOH,80442,17.64625444419582,21.715024489694436,60.638721066109746,14195,17468,48779
2026-06-19_13.49.47_ROI3_TR_W1118,50:65,W1118,late EtOH,80774,14.871121895659495,21.888231361576747,63.240646742763765,12012,17680,51082
2026-06-19_13.49.47_ROI3_TR_W1118,50:65,W1118,recovery,79052,5.320548499721702,36.916207053584984,57.76324444669332,4206,29183,45663
2026-06-19_13.49.47_ROI4_BR_dSERT,50:65,dSERT,baseline,80471,16.468044388661752,35.130668191025336,48.401287420312904,13252,28270,38949
2026-06-19_13.49.47_ROI4_BR_dSERT,50:65,dSERT,early EtOH,80369,8.886510968159365,15.983774838557155,75.12971419328348,7142,12846,60381
2026-06-19_13.49.47_ROI4_BR_dSERT,50:65,dSERT,late EtOH,80598,6.577086280056577,17.190252859872455,76.23266086007096,5301,13855,61442
2026-06-19_13.49.47_ROI4_BR_dSERT,50:65,dSERT,recovery,78620,9.001526329178326,18.726787077079624,72.27168659374205,7077,14723,56820
